OrganisationName,CompanyNumber,,,,,,
ALU Topco Limited,9188355,,,,,,
Aluk (GB) Limited,2881320,,,,,,
Alumasc Exterior Building Products Limited,2992960,,,,,,
Alun Griffiths (Contractors) Limited,1493003,,,,,,
Alvarez & Marsal Europe Holdings Limited,4225691,,,,,,
Alvarez & Marsal Europe LLP,OC330414,,,,,,
Alzheimer's Society,2115499,,,,,,
Am 2 PM Group Holdings Limited,9984887,,,,,,
Amada United Kingdom Limited,1063206,,,,,,
Amadeus Services Limited,4040059,,,,,,
Amalgamated Construction Ltd,995892,,,,,,
Amalgamated Metal Corporation PLC,244159,,,,,,
Amari Metals Limited,2023155,,,,,,
Amarin Corporation PLC,2353920,,,,,,
Amathus Drinks PLC,1689532,,,,,,
Amazon Data Services UK Limited,9959151,,,,,,
Amazon Development Centre (London) Limited,4543232,,,,,,
Amazon Online UK Limited,8725411,,,,,,
Amazon UK Services Ltd.,3223028,,,,,,
Amazon Video Limited,6528297,,,,,,
Amazon Web Services UK Limited,8650665,,,,,,
Ambac Assurance UK Limited,3248674,,,,,,
Amber Infrastructure Group Holdings Limited,9451261,,,,,,
Amber REI Holdings Limited,7191982,,,,,,
Amber Restaurants Limited,4067054,,,,,,
Amber Taverns Limited,5335601,,,,,,
Ambitions Personnel Limited,2684652,,,,,,
Amcare Limited,3191025,,,,,,
Amco Investments Limited,4823706,,,,,,
Amcor Europe Group Management,4176956,,,,,,
Amcor Flexibles UK Limited,2808801,,,,,,
Amcor Flexibles Winterbourne Limited,2456291,,,,,,
Amcor Packaging UK Limited,409295,,,,,,
Amdocs (UK) Limited,3085506,,,,,,
Amec Foster Wheeler Energy Limited,1361134,,,,,,
Amec Foster Wheeler Group Limited,4612748,,,,,,
Amec Foster Wheeler International Limited,3203966,,,,,,
Amec Foster Wheeler Limited,1675285,,,,,,
Ameon Limited,3167223,,,,,,
Amer Sports UK Limited,2757365,,,,,,
Amerex Limited,3487296,,,,,,
American Express Group Services Limited,6613927,,,,,,
American Express Payment Services Limited,6301718,,,,,,
American Express Services Europe Limited,1833139,,,,,,
American School In London Educational Trust Limited(The),784923,,,,,,
Amerisur Resources PLC,4030166,,,,,,
Amersham NMP China Limited,4600380,,,,,,
Ames Goldsmith U.K. Limited,5951718,,,,,,
Ametek Airtechnology Group Limited,499805,,,,,,
Amey Birmingham Highways Limited,7064140,,,,,,
Amey Community Limited,2564794,,,,,,
Amey Defence Services (Housing) Limited,5428732,,,,,,
Amey Defence Services Limited,5428762,,,,,,
Amey Fleet Services Limited,462578,,,,,,
Amey Group Services Limited,3744754,,,,,,
Amey Hallam Highways Holdings Limited,8121070,,,,,,
Amey Hallam Highways Limited,8121168,,,,,,
Amey Highways Limited,6600609,,,,,,
Amey Holdings Limited,5438319,,,,,,
Amey LG Limited,3612746,,,,,,
Amey OW Limited,1922327,,,,,,
Amey OWR Limited,3033245,,,,,,
Amey Power Services Limited,5360868,,,,,,
Amey Rail Limited,2995531,,,,,,
Amey Services Limited,2507588,,,,,,
Amey UK PLC,4736639,,,,,,
Amey Utility Services Limited,2578069,,,,,,
Ameycespa (Awrp) Holding CO Limited,8717836,,,,,,
Ameycespa (Awrp) ODC Limited,9200149,,,,,,
Ameycespa (Awrp) SPV Limited,8717850,,,,,,
Ameycespa (East) Limited,958007,,,,,,
AMG Aluminum UK Limited,8269137,,,,,,
AMG Group Limited,SC244104,,,,,,
AMG Superalloys UK Limited,345279,,,,,,
Amgen Limited,2354269,,,,,,
AMI Corporations Ltd,3308990,,,,,,
Amicushorizon Limited,IP030786,,,,,,
Amigo Holdings PLC,10024479,,,,,,
Amigo Loans Group Ltd,10624393,,,,,,
Amigo Loans Ltd,4841153,,,,,,
Amigo Management Services Ltd,5391984,,,,,,
Amino Communications Limited,3490180,,,,,,
Amino Technologies PLC,5083390,,,,,,
Amlin Insurance SE,SE000095,,,,,,
Amnesty International Limited,1606776,,,,,,
Amnet Limited,3148086,,,,,,
Amorartis Limited,6046527,,,,,,
Amoria Bond Limited,5895820,,,,,,
Amp Capital Investors (UK) Limited,5524536,,,,,,
Ampito Group LLP,OC343710,,,,,,
Amplifi Global Limited,8411447,,,,,,
AMS Midco Ltd,8781558,,,,,,
Amsafe Bridport Limited,140449,,,,,,
Amsric Holdings Limited,2771183,,,,,,
AMT Fruit Limited,6834698,,,,,,
Amtrust Central Bureau of Services Limited,6902763,,,,,,
Amtrust Corporate Member Limited,3621278,,,,,,
Amtrust Europe Limited,1229676,,,,,,
AMX Design Limited,4247476,,,,,,
Anand International Limited,1561946,,,,,,
Anasuria Hibiscus UK Limited,9696268,,,,,,
Ancala Water Services (Defence) Limited,4617059,,,,,,
Ancala Water Services (Estates) Limited,4617130,,,,,,
Ancaster Group Limited,475853,,,,,,
Anchor 2020 Limited,6719473,,,,,,
Ancient Futures Limited,9966806,,,,,,
Ancon Limited,210138,,,,,,
Andaray (Holdings) Limited,1156047,,,,,,
Anderselite Holdings Ltd,10318161,,,,,,
Anderselite Ltd,874026,,,,,,
Anderson Construction Limited,2605194,,,,,,
Andersonbrecon (UK) Limited,2543975,,,,,,
Andina PLC,8095058,,,,,,
Andor Technology Limited,NI022466,,,,,,
Andreas Stihl Limited,1376302,,,,,,
Andrew Industries Limited,188896,,,,,,
Andrew Marr International Limited,2011550,,,,,,
Andrew Page Limited,1502616,,,,,,
Andrews & Partners Limited,235326,,,,,,
Andrews Sykes Group PLC,175912,,,,,,
Andrews Sykes Hire Limited,2985657,,,,,,
Andros UK Limited,6661569,,,,,,
Anduff Car Wash Limited,974889,,,,,,
Anesco Limited,7443091,,,,,,
Anesco Topco Limited,9275306,,,,,,
Angard Staffing Solutions Limited,5770579,,,,,,
Angel Leasing Company Limited,3114476,,,,,,
Angel Springs Limited,2418453,,,,,,
Angel Trains Group Limited,3086378,,,,,,
Angel Trains Limited,2912655,,,,,,
Anglia Components Investments Limited,8045482,,,,,,
Anglia Components Limited,4233823,,,,,,
Anglia Maltings (Holdings) Limited,31801,,,,,,
Anglia Telecom Centres Limited,2114602,,,,,,
Anglian Community Enterprise (Ace) Community Interest Company,7376913,,,,,,
Anglian Home Improvements Group Limited,9905204,,,,,,
Anglian Learning,7564749,,,,,,
Anglian Power Generators Limited,2488955,,,,,,
Anglian Water Business (National) Limited,3017251,,,,,,
Anglian Water Services Limited,2366656,,,,,,
Anglian Windows Limited,2540020,,,,,,
Anglo American Marketing Limited,405724,,,,,,
Anglo American PLC,3564138,,,,,,
Anglo American Services (UK) Ltd.,2295324,,,,,,
Anglo Beef Processors Holdings,3437107,,,,,,
Anglo Beef Processors UK,2925718,,,,,,
Anglo Platinum Marketing Limited,6726161,,,,,,
Anglo-Eastern Plantations PLC,1884630,,,,,,
Angus Dundee Distillers PLC,487356,,,,,,
Angus Fire Limited,8441992,,,,,,
Angus International Safety Group Limited,8441763,,,,,,
Angus Soft Fruits Limited,SC185769,,,,,,
Animalcare Group PLC,1058015,,,,,,
Anixter Limited,248952,,,,,,
Anker Technology (UK) Ltd,8766135,,,,,,
Ankura Consulting (Europe) Limited,5402379,,,,,,
ANN Summers Ltd.,1034349,,,,,,
Annington Limited,8271384,,,,,,
Annington Property Limited,3232852,,,,,,
Annodata Limited,2246366,,,,,,
Anord Mardix (UK) Limited,868422,,,,,,
Anotech Energy Global Solutions Limited,5946260,,,,,,
Anritsu Emea Limited,5744468,,,,,,
ANS Group Limited,3176761,,,,,,
Ansaldo Nuclear Limited,4959394,,,,,,
Ansco Arena Limited,4350252,,,,,,
Ansell Electrical Products Limited,4134581,,,,,,
Antalis Limited,1088345,,,,,,
Antares Underwriting Limited,6304562,,,,,,
Anthony Nolan,2379280,,,,,,
Antin Cats Limited,8021886,,,,,,
Antin Infrastructure Partners UK Limited,8492573,,,,,,
Antofagasta PLC,1627889,,,,,,
Antolin Interiors UK Limited,1676532,,,,,,
Anton Group Limited,3593627,,,,,,
ANV Corporate Name Limited,6705037,,,,,,
Anwyl Construction Company Limited,435323,,,,,,
Anwyl Group Limited,4375093,,,,,,
Anzco Foods UK Limited,4050391,,,,,,
AO Deutschland Limited,7857409,,,,,,
AO Retail Limited,3914998,,,,,,
AO World PLC,5525751,,,,,,
AON Consulting Limited,3127195,,,,,,
AON Global Operations PLC,8114746,,,,,,
AON Hewitt Limited,4396810,,,,,,
AON PLC,7876075,,,,,,
AON UK Limited,210725,,,,,,
AOT Energy UK Ltd,1910692,,,,,,
AP Racing Limited,3794633,,,,,,
Apache North Sea Limited,4614761,,,,,,
Apache North Sea Production Limited,7720972,,,,,,
Apax Partners LLP,OC303117,,,,,,
Apcoa Parking (UK) Limited,2572947,,,,,,
Apec Limited,851110,,,,,,
Apetito Limited,233851,,,,,,
Apex Car Rental PLC,2207034,,,,,,
Apex Hotels Limited,SC073489,,,,,,
Apex Resources Limited,5038793,,,,,,
Apex Space Solutions Limited,7379131,,,,,,
Apexpost Limited,2357955,,,,,,
API Group PLC,169249,,,,,,
API Laminates Limited,173955,,,,,,
Apiary Investments Holdings Limited,SC428206,,,,,,
Apioil UK Limited,1784532,,,,,,
A-Plan Group Ltd,9341484,,,,,,
A-Plan Holdings,750484,,,,,,
Apleona HSG Limited,4073907,,,,,,
Apogee Corporation Limited,2853595,,,,,,
Apogee Group Limited,6445564,,,,,,
Apollo Fire Detectors Limited,1483208,,,,,,
Apollo Management International LLP,OC316197,,,,,,
Apollo Submarine Cable System Limited,5080148,,,,,,
APP Annie Europe Limited,8428256,,,,,,
Appdynamics International Ltd,9004916,,,,,,
Appdynamics UK Ltd,7768739,,,,,,
Apph Limited,1972451,,,,,,
Apple (UK) Limited,1591116,,,,,,
Apple Bidco Limited,9822930,,,,,,
Apple Europe Limited,5051046,,,,,,
Apple Retail UK Limited,4996702,,,,,,
Appleby Westward Group Limited,1791158,,,,,,
Applecross Properties Limited,SC069229,,,,,,
Appt Corporation Limited,5812951,,,,,,
APR Energy Holdings Limited,7105073,,,,,,
APR Energy Limited,7062201,,,,,,
Aprilgrange Limited,4724906,,,,,,
Aprirose Trading Holding Limited,9719009,,,,,,
Aprirose Trading Limited,4280184,,,,,,
Aprite (GB) Limited,3261643,,,,,,
APS Group Limited,6517986,,,,,,
APS Produce Limited,3394705,,,,,,
Aptargroup UK Holdings Limited,4613135,,,,,,
Aptitude Software Limited,3475849,,,,,,
Aptiv Services UK Limited,2860799,,,,,,
AQA Education,3644723,,,,,,
Aqualisa Holdings (International) Limited,9765635,,,,,,
Aqualisa Products Limited,1281596,,,,,,
Aquascot Limited,SC262080,,,,,,
Aquazzura Investment Ltd,8405966,,,,,,
Aquila Air Traffic Management Services Limited,9256777,,,,,,
Aquila Renewable Limited,8532015,,,,,,
Aramark Limited,983951,,,,,,
Aramex (UK) Limited,2025299,,,,,,
Arbonne UK Limited,5755179,,,,,,
Arbor Forest Products Limited,501259,,,,,,
Arbor Networks UK Limited,5150579,,,,,,
Arbuthnot Banking Group PLC,1954085,,,,,,
"Arbuthnot Latham & Co., Limited",819519,,,,,,
Arca Midco Limited,9303875,,,,,,
Arca Topco Limited,9259238,,,,,,
Arcadia Group (USA) Limited,6404527,,,,,,
Arcadia Group Limited,237511,,,,,,
Arcadis (UK) Limited,1093549,,,,,,
Arcadis Consulting (UK) Limited,2212959,,,,,,
Arcadis Human Resources Limited,3021358,,,,,,
Arcadis LLP,OC368843,,,,,,
Arcelormittal Commercial UK Ltd,400080,,,,,,
Arcelormittal Distribution Solutions UK Limited,1669950,,,,,,
Arcelormittal Limited,3335595,,,,,,
Arcelormittal Tailored Blanks Birmingham Limited,3331364,,,,,,
Arch Europe Insurance Services Ltd,6645619,,,,,,
Arch Syndicate Investments Ltd,6645382,,,,,,
Arch UK Biocides Limited,4987690,,,,,,
Archant Community Media Limited,19300,,,,,,
Archant Limited,4126997,,,,,,
Archer (UK) Limited,SC229291,,,,,,
Archer Daniels Midland (UK) Limited,1090901,,,,,,
Archibald Bathgate Group Limited,815136,,,,,,
Architas Multi-Manager Limited,6458717,,,,,,
Arco Limited,133804,,,,,,
Arconic Manufacturing (GB) Limited,633328,,,,,,
Arcus Infrastructure Investments 2 LLP,OC346666,,,,,,
Arcus Solutions (Holdings) Limited,7417126,,,,,,
Arcus Tivana Investor Vehicle 1 LLP,OC398984,,,,,,
Arcus Tivana Investor Vehicle 2 LLP,OC398985,,,,,,
Ardagh Glass Limited,567801,,,,,,
Ardagh Metal Beverage Trading UK Limited,7832417,,,,,,
Ardagh Metal Beverage UK Limited,2459095,,,,,,
Ardagh Metal Packaging UK Limited,2553094,,,,,,
Arden Maidstone Limited,6894533,,,,,,
Ardent Hire Solutions Limited,3987596,,,,,,
Ardent Holdings Limited,9557117,,,,,,
Ardent Tide Ltd,7196417,,,,,,
Ardian Investment UK Limited,5654928,,,,,,
Ardmore Construction Limited,1185592,,,,,,
Ardmore Group Limited,10379475,,,,,,
Ardo UK Limited,974319,,,,,,
Ardonagh Midco 3 PLC,10735116,,,,,,
Ardour World Limited,4741345,,,,,,
Ards Holdings Limited,NI009882,,,,,,
Area SQ. Limited,3874693,,,,,,
Arena BLM Limited,2535107,,,,,,
Arena Central Developments LLP,OC305452,,,,,,
Arena Event Services Group Limited,4069053,,,,,,
Arena Events Group PLC,10799086,,,,,,
Arena Racing Corporation Limited,7997040,,,,,,
Areopagus Limited,1481923,,,,,,
Ares Management Limited,5837428,,,,,,
Argent Energy (UK) Limited,SC220609,,,,,,
Argent Energy Limited,5455240,,,,,,
Argent Foods Limited,7081161,,,,,,
Argenta Holdings Limited,4973117,,,,,,
Argo (No. 604) Limited,4293244,,,,,,
Argo Management Services Limited,3795969,,,,,,
Argo Underwriting Agency Limited,3741768,,,,,,
Argonon Ltd,7519138,,,,,,
Argos Limited,1081551,,,,,,
Argrain Holdings Limited,7768488,,,,,,
Argrain Limited,1223191,,,,,,
Argus Media Limited,1642534,,,,,,
ARI Fleet UK Limited,2170148,,,,,,
Ariel Corporate Member Limited,6211755,,,,,,
Ariel RE Property And Casualty,1575437,,,,,,
Aristocrat Technologies Europe Limited,3207287,,,,,,
Arity International Limited,NI627893,,,,,,
ARJ Construction Holdings Limited,8394250,,,,,,
ARJ Construction Limited,5537501,,,,,,
Arjo Wiggins Fine Papers Limited,961440,,,,,,
Arjowiggins Sourcing Limited,6824918,,,,,,
ARK Capital Limited,5077241,,,,,,
ARK Corporate Member Limited,6081055,,,,,,
ARK Data Centres Limited,5656968,,,,,,
ARK Schools,5112090,,,,,,
ARK Syndicate Management Limited,5887810,,,,,,
Arkose Investments Ltd,8586229,,,,,,
Arla Foods (Westbury) Limited,6264445,,,,,,
Arla Foods Cheese Company Limited,4450542,,,,,,
Arla Foods Limited,2143253,,,,,,
Arlington Automotive Limited,8554261,,,,,,
Arlington Industries Group Ltd,8741590,,,,,,
Arm Limited,2557590,,,,,,
Armatire Limited,9940284,,,,,,
Armitages Pet Products Limited,658577,,,,,,
Armstrong Richardson & Co.Limited,206334,,,,,,
Armstrong World Industries Limited,207732,,,,,,
Arnold Clark Automobiles Limited,SC036386,,,,,,
Arnold Clark Finance Limited.,SC039597,,,,,,
Arnold Laver & Company Limited,10608445,,,,,,
Aromair Holdings Limited,4424328,,,,,,
Arora Holdings Limited,8121840,,,,,,
Arora Hotels Limited,5523006,,,,,,
Arqiva Group Limited,5254001,,,,,,
Arqiva Group Parent Limited,8085794,,,,,,
Arqiva Holdings Limited,3242381,,,,,,
Arqiva Limited,2487597,,,,,,
Arqiva Services Limited,3196207,,,,,,
ARR Craib Transport Limited,SC075026,,,,,,
Arran Isle Limited,7044474,,,,,,
Arrandene MFG Limited,7084236,,,,,,
Arrc Holdings Limited,SC334405,,,,,,
Arrhenius Holdings Limited,7352226,,,,,,
Arris Global Ltd.,1672847,,,,,,
Arris International PLC,9551763,,,,,,
Arris Solutions UK Ltd.,8277408,,,,,,
Arriva Bus & Coach Limited,1075050,,,,,,
Arriva Durham County Limited,2404350,,,,,,
Arriva Kent & Surrey Limited,114841,,,,,,
Arriva Kent Thameside Limited,2005266,,,,,,
Arriva London North Limited,2328559,,,,,,
Arriva London South Limited,2328467,,,,,,
Arriva Merseyside Limited,1990871,,,,,,
Arriva Midlands Limited,2141078,,,,,,
Arriva North West Limited,523376,,,,,,
Arriva Rail London Limited,4165861,,,,,,
Arriva Rail North Limited,4337712,,,,,,
Arriva The Shires Limited,2116519,,,,,,
Arriva Trains Wales/Trenau Arriva Cymru Limited,4337645,,,,,,
Arriva Yorkshire Limited,84167,,,,,,
Arrow Electronics (UK) Limited,2582534,,,,,,
Arrow Enterprise Computing Solutions Limited,3952678,,,,,,
Arrow Global Finance PLC,8361735,,,,,,
Arrow Global Group PLC,8649661,,,,,,
Arrow Global Limited,5606545,,,,,,
Arrow XL Limited,4358875,,,,,,
Arrowgrass Capital Partners LLP,OC309628,,,,,,
Arrows Group Global Limited,9211643,,,,,,
Arsenal Holdings PLC,4250459,,,,,,
Arsenal Stadium Management Company Limited,4680715,,,,,,
Artemis Fund Managers Limited,1988106,,,,,,
Artemis Investment Management LLP,OC354068,,,,,,
Artemis Strategic Asset Management Limited,SC171550,,,,,,
Artesian Finance PLC,4369065,,,,,,
Artex Limited,4140239,,,,,,
Artform International Limited,1144080,,,,,,
Arthur David (Food With Service) Limited,2059424,,,,,,
Arthur J. Gallagher (UK) Limited,1193013,,,,,,
Arthur J. Gallagher Insurance Brokers Limited,SC108909,,,,,,
Arthur J. Gallagher Services (UK) Limited,8887139,,,,,,
Arthur Topco Limited,8875170,,,,,,
Arun Estate Agencies Limited,2597969,,,,,,
Arup Group Limited,1312454,,,,,,
Arup North America Limited,2094896,,,,,,
Arup Riyadh Metro Limited,8882187,,,,,,
Arval UK Group Limited,1534653,,,,,,
Arval UK Limited,1073098,,,,,,
Arvato Government Services Limited,5429280,,,,,,
Arvato Limited,3923307,,,,,,
Arvato Public Sector Services Limited,6546834,,,,,,
Aryzta Bakeries UK Ltd,3010158,,,,,,
Asahi UK Ltd,5320470,,,,,,
Ascent Aerospace (UK) Limited,9032575,,,,,,
Ascent Flight Training (Holdings) Limited,6522853,,,,,,
Ascent Flight Training (Management) Limited,6522636,,,,,,
Ascenti Health Limited,3225768,,,,,,
Ascenti Holdings Limited,9489723,,,,,,
Ascential Events (Europe) Limited,7814172,,,,,,
Ascential PLC,9934451,,,,,,
Ascential UK Holdings Limited,537204,,,,,,
Asco Group Limited,7853258,,,,,,
Asco UK Limited,SC029934,,,,,,
Ascor UK Limited,9807897,,,,,,
Ascot Authority (Holdings) Limited,4274507,,,,,,
Ascot Corporate Name Limited,4268348,,,,,,
Ascot Racecourse Limited,4320977,,,,,,
Ascot Underwriting Group Limited,10360031,,,,,,
ASD Lighting Holdings Limited,7103873,,,,,,
ASD Limited,1370600,,,,,,
Asda Group Limited,1396513,,,,,,
Asda Stores Limited,464777,,,,,,
Asendia UK Limited,5029372,,,,,,
Asg2 Limited,6033794,,,,,,
Ash & Lacy Holdings Limited,7693633,,,,,,
Ash Manor Cheese Company Limited,2421699,,,,,,
Ashcourt Contracts Limited,6856507,,,,,,
Ashe Construction Limited,2373535,,,,,,
Ashe Group Holdings Limited,1068783,,,,,,
Ashfield Healthcare Communications Group Limited,1887613,,,,,,
Ashfield Healthcare Limited,3286306,,,,,,
Ashfords LLP,OC342432,,,,,,
Ashland Specialties UK Limited,7816571,,,,,,
Ashleigh (Scotland) Limited,SC214691,,,,,,
Ashmore Group PLC,3675683,,,,,,
Ashmore Investment Advisors Limited,8723494,,,,,,
Ashmore Investment Management Limited,3344281,,,,,,
Ashmore Investments (UK) Limited,3345198,,,,,,
Ashtead Group Public Limited Company,1807982,,,,,,
Ashtead Holdings Public Limited Company,4895881,,,,,,
Ashtead Plant Hire Company Limited,444569,,,,,,
Ashurst Business Services Limited,2938506,,,,,,
Ashurst LLP,OC330252,,,,,,
Ashworth And Parker Limited,6866013,,,,,,
Asics UK Limited,2104906,,,,,,
Askews And Holts Library Services Ltd.,2745298,,,,,,
ASM Metal Recycling Ltd.,924379,,,,,,
ASM Technologies Limited,2753443,,,,,,
Asos PLC,4006623,,,,,,
Asos.Com Limited,3584121,,,,,,
Aspect Capital Limited,3491169,,,,,,
Aspect International Language Academies Limited,2162156,,,,,,
Aspen Healthcare Limited,3471084,,,,,,
Aspen Insurance UK Limited,1184193,,,,,,
Aspen Insurance UK Services Limited,4270446,,,,,,
Aspen Managing Agency Limited,6459521,,,,,,
Aspen Pumps Limited,8291827,,,,,,
Aspen Underwriting Limited,6459518,,,,,,
Aspens-Services Limited,6561073,,,,,,
Aspers (Stratford City) Limited,7246090,,,,,,
Aspers UK Holdings Limited,7262042,,,,,,
Aspin Construction Group Limited,4293636,,,,,,
Aspire Defence Holdings Limited,4730885,,,,,,
Aspire Defence Limited,5572542,,,,,,
Aspire Defence Services Limited,4556471,,,,,,
Asquith Nurseries Limited,5133988,,,,,,
Asra Housing Group Limited,IP30442R,,,,,,
Assa Abloy Entrance Systems Ltd,910858,,,,,,
Assa Abloy Limited,2096505,,,,,,
Assembled Productions III UK Limited,10068015,,,,,,
Asset Advantage Group Limited,2765920,,,,,,
Asset Advantage Limited,4202944,,,,,,
Asset Alliance Group Holdings Limited,7726176,,,,,,
Asset Alliance Leasing Limited,9929633,,,,,,
Associated Board of The Royal Schools of Music(The),1926395,,,,,,
Associated British Foods PLC,293262,,,,,,
Associated British Ports,ZC000195,,,,,,
Associated Lead Mills Ltd.,3382580,,,,,,
Associated Newspapers Limited,84121,,,,,,
Associated Press Television News Limited,3589918,,,,,,
Associated Waste Management Limited,4092555,,,,,,
Assura PLC,9349441,,,,,,
Assurant Device Care Limited,7068992,,,,,,
Assurant General Insurance Limited,2341082,,,,,,
Assured Group Investments Limited,10500269,,,,,,
Assured Group Limited,3194090,,,,,,
Assystem UK Limited,1147167,,,,,,
AST Group Holdings Limited,9551094,,,,,,
Asta Capital Limited,7720641,,,,,,
Asta Managing Agency Ltd,1918744,,,,,,
Astellas Pharma Europe Ltd.,2486792,,,,,,
Astellas Pharma Ltd.,787610,,,,,,
Aster Group Limited,IP29573R,,,,,,
Aster Homes Limited,6424046,,,,,,
Aster Property Limited,4628065,,,,,,
Astex Therapeutics Limited,3751674,,,,,,
Astins Holdings Limited,8613920,,,,,,
Astins Limited,3233106,,,,,,
Astle Limited,1114983,,,,,,
Aston & Fincher Limited,970902,,,,,,
Aston Community Education Trust,7577113,,,,,,
Aston Manor Limited,1699439,,,,,,
Aston Martin Holdings (UK) Limited,6067176,,,,,,
Aston Martin Lagonda Limited,1199255,,,,,,
Aston Martin Works Limited,7102840,,,,,,
Aston Villa FC Limited,2502822,,,,,,
Aston Villa Football Club Limited,3375789,,,,,,
Astra Games Ltd,9280224,,,,,,
Astrazeneca PLC,2723534,,,,,,
Astrazeneca UK Limited,3674842,,,,,,
